Date,Name / Description,Expense/Income,Amount (EUR),Category,Transaction,Transaction vs category
2024-04-07,supermercado la esquina,Expense,55.19,Groceries,supermercado la esquina,supermercado la esquina (Groceries)
2024-04-07,ropa de marca 13,Expense,177.13,Shopping,ropa de marca 13,ropa de marca 13 (Shopping)
2024-04-08,alquiler coche,Expense,216.04,Travel,alquiler coche,alquiler coche (Travel)
2024-04-08,seguro de gastos medicos,Expense,141.52,Health,seguro de gastos medicos,seguro de gastos medicos (Health)
2024-04-09,pago cliente proyecto,Income,1608.51,Freelance Income,pago cliente proyecto,pago cliente proyecto (Freelance Income)
2024-04-09,peluqueria corte 71,Expense,225.73,Personal Care,peluqueria corte 71,peluqueria corte 71 (Personal Care)
2024-04-10,peluqueria corte,Expense,165.86,Personal Care,peluqueria corte,peluqueria corte (Personal Care)
2024-04-10,gasolinera magna,Expense,136.55,Transport,gasolinera magna,gasolinera magna (Transport)
2024-04-11,agua y drenaje 6,Expense,197.13,Utilities,agua y drenaje 6,agua y drenaje 6 (Utilities)
2024-04-11,taxi de noche,Expense,201.38,Transport,taxi de noche,taxi de noche (Transport)
2024-04-11,gimnasio membresia,Expense,197.2,Subscriptions,gimnasio membresia,gimnasio membresia (Subscriptions)
2024-04-12,peluqueria corte,Expense,60.78,Personal Care,peluqueria corte,peluqueria corte (Personal Care)
2024-04-12,amazon compra online,Expense,26.99,Shopping,amazon compra online,amazon compra online (Shopping)
2024-04-13,recarga mi transporte,Expense,208.41,Transport,recarga mi transporte,recarga mi transporte (Transport)
2024-04-14,peluqueria corte,Expense,30.87,Personal Care,peluqueria corte,peluqueria corte (Personal Care)
2024-04-14,agua y drenaje,Expense,259.97,Utilities,agua y drenaje,agua y drenaje (Utilities)
2024-04-14,spotify ab by adyen,Expense,25.99,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2024-04-15,regalo de cumpleaños,Income,1603.94,Gift,regalo de cumpleaños,regalo de cumpleaños (Gift)
2024-04-16,telmex internet,Expense,149.76,Utilities,telmex internet,telmex internet (Utilities)
2024-04-16,taxi de noche,Expense,275.27,Transport,taxi de noche,taxi de noche (Transport)
2024-04-17,walmart compra semanal,Expense,44.64,Groceries,walmart compra semanal,walmart compra semanal (Groceries)
2024-04-17,cfe recibo luz,Expense,258.93,Utilities,cfe recibo luz,cfe recibo luz (Utilities)
2024-04-18,hotel la playa 28,Expense,28.28,Travel,hotel la playa 28,hotel la playa 28 (Travel)
2024-04-19,regalo de cumpleaños,Income,736.64,Gift,regalo de cumpleaños,regalo de cumpleaños (Gift)
2024-04-19,restaurante italiano,Expense,53.46,Dining Out,restaurante italiano,restaurante italiano (Dining Out)
2024-04-20,videojuego steam,Expense,186.12,Entertainment,videojuego steam,videojuego steam (Entertainment)
2024-04-21,oxxo comida rapida,Expense,158.15,Groceries,oxxo comida rapida,oxxo comida rapida (Groceries)
2024-04-21,gimnasio membresia,Expense,10.92,Subscriptions,gimnasio membresia,gimnasio membresia (Subscriptions)
2024-04-22,reembolso compra,Income,1915.94,Refund,reembolso compra,reembolso compra (Refund)
2024-04-22,walmart compra semanal 14,Expense,138.75,Groceries,walmart compra semanal 14,walmart compra semanal 14 (Groceries)
2024-04-22,gimnasio membresia,Expense,214.24,Subscriptions,gimnasio membresia,gimnasio membresia (Subscriptions)
2024-04-23,vuelo aeromexico,Expense,220.23,Travel,vuelo aeromexico,vuelo aeromexico (Travel)
2024-04-23,gimnasio membresia,Expense,171.2,Subscriptions,gimnasio membresia,gimnasio membresia (Subscriptions)
2024-04-23,deposito nomina mensual,Income,1033.13,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2024-04-24,cineplex boletos,Expense,189.86,Entertainment,cineplex boletos,cineplex boletos (Entertainment)
2024-04-24,pago renta mensual 92,Expense,84.15,Rent,pago renta mensual 92,pago renta mensual 92 (Rent)
2024-04-25,libros de texto,Expense,38.82,Education,libros de texto,libros de texto (Education)
2024-04-26,taxi de noche,Expense,33.03,Transport,taxi de noche,taxi de noche (Transport)
2024-04-26,concierto ticketmaster,Expense,100.02,Entertainment,concierto ticketmaster,concierto ticketmaster (Entertainment)
2024-04-26,pago renta mensual 2,Expense,87.89,Rent,pago renta mensual 2,pago renta mensual 2 (Rent)
2024-04-27,walmart compra semanal 56,Expense,43.88,Groceries,walmart compra semanal 56,walmart compra semanal 56 (Groceries)
2024-04-28,bono de fin de año,Income,1480.1,Bonus,bono de fin de año,bono de fin de año (Bonus)
2024-04-28,spa masaje,Expense,98.53,Personal Care,spa masaje,spa masaje (Personal Care)
2024-04-28,colegiatura universidad,Expense,9.38,Education,colegiatura universidad,colegiatura universidad (Education)
2024-04-29,regalo de cumpleaños 18,Income,475.04,Gift,regalo de cumpleaños 18,regalo de cumpleaños 18 (Gift)
2024-04-30,vuelo aeromexico,Expense,140.08,Travel,vuelo aeromexico,vuelo aeromexico (Travel)
2024-04-30,farmacia benavides,Expense,70.98,Health,farmacia benavides,farmacia benavides (Health)
2024-05-01,farmacia benavides,Expense,49.56,Health,farmacia benavides,farmacia benavides (Health)
2024-05-01,peluqueria corte,Expense,161.0,Personal Care,peluqueria corte,peluqueria corte (Personal Care)
2024-05-02,seguro de gastos medicos,Expense,268.09,Health,seguro de gastos medicos,seguro de gastos medicos (Health)
2024-05-02,bono de fin de año,Income,701.6,Bonus,bono de fin de año,bono de fin de año (Bonus)
2024-05-02,gimnasio membresia,Expense,203.45,Subscriptions,gimnasio membresia,gimnasio membresia (Subscriptions)
2024-05-03,concierto ticketmaster,Expense,154.77,Entertainment,concierto ticketmaster,concierto ticketmaster (Entertainment)
2024-05-03,concierto ticketmaster,Expense,236.21,Entertainment,concierto ticketmaster,concierto ticketmaster (Entertainment)
2024-05-04,hotel la playa 56,Expense,56.78,Travel,hotel la playa 56,hotel la playa 56 (Travel)
2024-05-04,colegiatura universidad,Expense,220.93,Education,colegiatura universidad,colegiatura universidad (Education)
2024-05-04,dividendo acciones 44,Income,1570.76,Investment,dividendo acciones 44,dividendo acciones 44 (Investment)
2024-05-05,vuelo aeromexico 82,Expense,82.68,Travel,vuelo aeromexico 82,vuelo aeromexico 82 (Travel)
2024-05-05,mcdonalds burger,Expense,84.02,Dining Out,mcdonalds burger,mcdonalds burger (Dining Out)
2024-05-05,regalo de cumpleaños,Income,594.67,Gift,regalo de cumpleaños,regalo de cumpleaños (Gift)
2024-05-06,deposito nomina mensual,Income,603.23,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2024-05-06,restaurante italiano,Expense,45.43,Dining Out,restaurante italiano,restaurante italiano (Dining Out)
2024-05-06,reembolso compra 18,Income,1381.27,Refund,reembolso compra 18,reembolso compra 18 (Refund)
2024-05-07,deposito nomina mensual,Income,1984.09,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2024-05-08,reembolso compra,Income,569.62,Refund,reembolso compra,reembolso compra (Refund)
2024-05-08,recarga mi transporte,Expense,127.51,Transport,recarga mi transporte,recarga mi transporte (Transport)
2024-05-08,oxxo comida rapida,Expense,197.4,Groceries,oxxo comida rapida,oxxo comida rapida (Groceries)
2024-05-09,pago cliente proyecto 41,Income,1053.32,Freelance Income,pago cliente proyecto 41,pago cliente proyecto 41 (Freelance Income)
2024-05-10,reembolso compra,Income,1735.22,Refund,reembolso compra,reembolso compra (Refund)
2024-05-11,vuelo aeromexico 6,Expense,174.25,Travel,vuelo aeromexico 6,vuelo aeromexico 6 (Travel)
2024-05-11,consulta medico 26,Expense,253.33,Health,consulta medico 26,consulta medico 26 (Health)
2024-05-11,supermercado la esquina,Expense,190.01,Groceries,supermercado la esquina,supermercado la esquina (Groceries)
2024-05-12,colegiatura universidad,Expense,13.65,Education,colegiatura universidad,colegiatura universidad (Education)
2024-05-12,mcdonalds burger,Expense,93.89,Dining Out,mcdonalds burger,mcdonalds burger (Dining Out)
2024-05-12,taxi de noche 22,Expense,6.99,Transport,taxi de noche 22,taxi de noche 22 (Transport)
2024-05-13,tienda de abarrotes,Expense,191.92,Groceries,tienda de abarrotes,tienda de abarrotes (Groceries)
2024-05-13,restaurante italiano,Expense,188.37,Dining Out,restaurante italiano,restaurante italiano (Dining Out)
2024-05-13,pago cliente proyecto,Income,1677.54,Freelance Income,pago cliente proyecto,pago cliente proyecto (Freelance Income)
2024-05-14,recarga mi transporte,Expense,76.69,Transport,recarga mi transporte,recarga mi transporte (Transport)
2024-05-14,oxxo comida rapida,Expense,83.87,Groceries,oxxo comida rapida,oxxo comida rapida (Groceries)
2024-05-15,netflix premium,Expense,224.22,Subscriptions,netflix premium,netflix premium (Subscriptions)
2024-05-16,farmacia benavides,Expense,113.62,Health,farmacia benavides,farmacia benavides (Health)
2024-05-16,vuelo aeromexico,Expense,132.55,Travel,vuelo aeromexico,vuelo aeromexico (Travel)
2024-05-16,uber viaje,Expense,265.81,Transport,uber viaje,uber viaje (Transport)
2024-05-17,reembolso compra,Income,1018.3,Refund,reembolso compra,reembolso compra (Refund)
2024-05-18,oxxo comida rapida,Expense,161.61,Groceries,oxxo comida rapida,oxxo comida rapida (Groceries)
2024-05-18,agua y drenaje,Expense,66.9,Utilities,agua y drenaje,agua y drenaje (Utilities)
2024-05-19,mcdonalds burger,Expense,68.86,Dining Out,mcdonalds burger,mcdonalds burger (Dining Out)
2024-05-19,pago renta mensual,Expense,34.66,Rent,pago renta mensual,pago renta mensual (Rent)
2024-05-19,reembolso compra,Income,314.49,Refund,reembolso compra,reembolso compra (Refund)
2024-05-20,ropa de marca,Expense,89.46,Shopping,ropa de marca,ropa de marca (Shopping)
2024-05-21,electronicos gadget,Expense,101.9,Shopping,electronicos gadget,electronicos gadget (Shopping)
2024-05-21,ropa de marca 93,Expense,147.16,Shopping,ropa de marca 93,ropa de marca 93 (Shopping)
2024-05-22,videojuego steam,Expense,24.92,Entertainment,videojuego steam,videojuego steam (Entertainment)
2024-05-22,colegiatura universidad 34,Expense,270.2,Education,colegiatura universidad 34,colegiatura universidad 34 (Education)
2024-05-22,amazon compra online,Expense,155.69,Shopping,amazon compra online,amazon compra online (Shopping)
2024-05-23,cineplex boletos 3,Expense,152.68,Entertainment,cineplex boletos 3,cineplex boletos 3 (Entertainment)
2024-05-23,electronicos gadget,Expense,175.13,Shopping,electronicos gadget,electronicos gadget (Shopping)
2024-05-24,cineplex boletos,Expense,155.12,Entertainment,cineplex boletos,cineplex boletos (Entertainment)
2024-05-25,amazon compra online,Expense,131.85,Shopping,amazon compra online,amazon compra online (Shopping)
2024-05-25,walmart compra semanal,Expense,146.98,Groceries,walmart compra semanal,walmart compra semanal (Groceries)
2024-05-25,libros de texto 10,Expense,192.53,Education,libros de texto 10,libros de texto 10 (Education)
2024-05-26,alquiler coche,Expense,212.24,Travel,alquiler coche,alquiler coche (Travel)
2024-05-26,reembolso compra,Income,1552.31,Refund,reembolso compra,reembolso compra (Refund)
2024-05-27,pago renta mensual,Expense,180.7,Rent,pago renta mensual,pago renta mensual (Rent)
2024-05-27,seguro de gastos medicos 74,Expense,286.5,Health,seguro de gastos medicos 74,seguro de gastos medicos 74 (Health)
2024-05-27,colegiatura universidad,Expense,12.18,Education,colegiatura universidad,colegiatura universidad (Education)
2024-05-28,farmacia benavides 95,Expense,39.23,Health,farmacia benavides 95,farmacia benavides 95 (Health)
2024-05-28,seguro de gastos medicos,Expense,247.7,Health,seguro de gastos medicos,seguro de gastos medicos (Health)
2024-05-28,cafeteria la pausa,Expense,265.58,Dining Out,cafeteria la pausa,cafeteria la pausa (Dining Out)
2024-05-29,dividendo acciones,Income,1724.86,Investment,dividendo acciones,dividendo acciones (Investment)
2024-05-29,cineplex boletos,Expense,191.98,Entertainment,cineplex boletos,cineplex boletos (Entertainment)
2024-05-29,pago cliente proyecto 45,Income,937.6,Freelance Income,pago cliente proyecto 45,pago cliente proyecto 45 (Freelance Income)
2024-05-30,cafeteria la pausa,Expense,92.69,Dining Out,cafeteria la pausa,cafeteria la pausa (Dining Out)
2024-05-30,netflix premium,Expense,244.83,Subscriptions,netflix premium,netflix premium (Subscriptions)
2024-05-31,gasolinera magna,Expense,73.1,Transport,gasolinera magna,gasolinera magna (Transport)
2024-05-31,spotify ab by adyen,Expense,42.19,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2024-06-01,vuelo aeromexico,Expense,172.27,Travel,vuelo aeromexico,vuelo aeromexico (Travel)
2024-06-01,pago renta mensual,Expense,92.47,Rent,pago renta mensual,pago renta mensual (Rent)
2024-06-02,telmex internet,Expense,152.58,Utilities,telmex internet,telmex internet (Utilities)
2024-06-03,videojuego steam,Expense,109.07,Entertainment,videojuego steam,videojuego steam (Entertainment)
2024-06-04,pago cliente proyecto,Income,1588.23,Freelance Income,pago cliente proyecto,pago cliente proyecto (Freelance Income)
2024-06-04,concierto ticketmaster,Expense,23.75,Entertainment,concierto ticketmaster,concierto ticketmaster (Entertainment)
2024-06-04,consulta medico,Expense,184.36,Health,consulta medico,consulta medico (Health)
2024-06-05,libros de texto,Expense,199.29,Education,libros de texto,libros de texto (Education)
2024-06-05,deposito nomina mensual,Income,165.16,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2024-06-06,alquiler coche,Expense,279.1,Travel,alquiler coche,alquiler coche (Travel)
2024-06-06,pago cliente proyecto,Income,1218.29,Freelance Income,pago cliente proyecto,pago cliente proyecto (Freelance Income)
2024-06-07,alquiler coche,Expense,101.76,Travel,alquiler coche,alquiler coche (Travel)
2024-06-07,spotify ab by adyen 6,Expense,10.95,Subscriptions,spotify ab by adyen 6,spotify ab by adyen 6 (Subscriptions)
2024-06-08,concierto ticketmaster,Expense,115.95,Entertainment,concierto ticketmaster,concierto ticketmaster (Entertainment)
2024-06-08,seguro de gastos medicos,Expense,177.09,Health,seguro de gastos medicos,seguro de gastos medicos (Health)
2024-06-08,agua y drenaje,Expense,154.89,Utilities,agua y drenaje,agua y drenaje (Utilities)
2024-06-09,restaurante italiano,Expense,66.55,Dining Out,restaurante italiano,restaurante italiano (Dining Out)
2024-06-09,deposito nomina mensual,Income,448.9,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2024-06-10,walmart compra semanal 59,Expense,126.65,Groceries,walmart compra semanal 59,walmart compra semanal 59 (Groceries)
2024-06-11,cafeteria la pausa,Expense,58.53,Dining Out,cafeteria la pausa,cafeteria la pausa (Dining Out)
2024-06-11,spotify ab by adyen,Expense,125.78,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2024-06-11,deposito nomina mensual,Income,1383.61,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2024-06-12,electronicos gadget,Expense,137.18,Shopping,electronicos gadget,electronicos gadget (Shopping)
2024-06-12,libros de texto 59,Expense,171.99,Education,libros de texto 59,libros de texto 59 (Education)
2024-06-12,peluqueria corte,Expense,195.85,Personal Care,peluqueria corte,peluqueria corte (Personal Care)
2024-06-13,peluqueria corte,Expense,36.3,Personal Care,peluqueria corte,peluqueria corte (Personal Care)
2024-06-13,electronicos gadget,Expense,149.45,Shopping,electronicos gadget,electronicos gadget (Shopping)
2024-06-14,bono de fin de año,Income,1580.07,Bonus,bono de fin de año,bono de fin de año (Bonus)
2024-06-15,colegiatura universidad,Expense,59.87,Education,colegiatura universidad,colegiatura universidad (Education)
2024-06-15,cfe recibo luz 59,Expense,22.65,Utilities,cfe recibo luz 59,cfe recibo luz 59 (Utilities)
2024-06-16,mcdonalds burger,Expense,196.02,Dining Out,mcdonalds burger,mcdonalds burger (Dining Out)
2024-06-17,regalo de cumpleaños,Income,961.35,Gift,regalo de cumpleaños,regalo de cumpleaños (Gift)
2024-06-17,reembolso compra,Income,306.16,Refund,reembolso compra,reembolso compra (Refund)
2024-06-17,videojuego steam,Expense,177.05,Entertainment,videojuego steam,videojuego steam (Entertainment)
2024-06-18,restaurante italiano,Expense,25.67,Dining Out,restaurante italiano,restaurante italiano (Dining Out)
2024-06-18,electronicos gadget,Expense,268.65,Shopping,electronicos gadget,electronicos gadget (Shopping)
2024-06-19,mcdonalds burger 50,Expense,31.6,Dining Out,mcdonalds burger 50,mcdonalds burger 50 (Dining Out)
2024-06-20,pago cliente proyecto 9,Income,172.72,Freelance Income,pago cliente proyecto 9,pago cliente proyecto 9 (Freelance Income)
2024-06-20,restaurante italiano,Expense,179.83,Dining Out,restaurante italiano,restaurante italiano (Dining Out)
2024-06-20,spotify ab by adyen 31,Expense,255.66,Subscriptions,spotify ab by adyen 31,spotify ab by adyen 31 (Subscriptions)
2024-06-21,taxi de noche,Expense,232.98,Transport,taxi de noche,taxi de noche (Transport)
2024-06-22,pago cliente proyecto,Income,1959.18,Freelance Income,pago cliente proyecto,pago cliente proyecto (Freelance Income)
2024-06-23,agua y drenaje,Expense,280.52,Utilities,agua y drenaje,agua y drenaje (Utilities)
2024-06-24,videojuego steam,Expense,191.57,Entertainment,videojuego steam,videojuego steam (Entertainment)
2024-06-24,cafeteria la pausa,Expense,129.49,Dining Out,cafeteria la pausa,cafeteria la pausa (Dining Out)
2024-06-25,gasolinera magna,Expense,243.1,Transport,gasolinera magna,gasolinera magna (Transport)
2024-06-25,concierto ticketmaster,Expense,180.79,Entertainment,concierto ticketmaster,concierto ticketmaster (Entertainment)
2024-06-26,agua y drenaje 49,Expense,50.88,Utilities,agua y drenaje 49,agua y drenaje 49 (Utilities)
2024-06-27,gasolinera magna,Expense,43.26,Transport,gasolinera magna,gasolinera magna (Transport)
2024-06-27,spotify ab by adyen,Expense,228.84,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2024-06-27,hotel la playa,Expense,225.92,Travel,hotel la playa,hotel la playa (Travel)
2024-06-28,agua y drenaje 65,Expense,220.06,Utilities,agua y drenaje 65,agua y drenaje 65 (Utilities)
2024-06-29,electronicos gadget 48,Expense,11.73,Shopping,electronicos gadget 48,electronicos gadget 48 (Shopping)
2024-06-29,oxxo comida rapida,Expense,97.01,Groceries,oxxo comida rapida,oxxo comida rapida (Groceries)
2024-06-30,restaurante italiano,Expense,151.77,Dining Out,restaurante italiano,restaurante italiano (Dining Out)
2024-06-30,concierto ticketmaster,Expense,103.71,Entertainment,concierto ticketmaster,concierto ticketmaster (Entertainment)
2024-06-30,hotel la playa,Expense,236.47,Travel,hotel la playa,hotel la playa (Travel)
2024-07-01,videojuego steam,Expense,134.58,Entertainment,videojuego steam,videojuego steam (Entertainment)
2024-07-02,dividendo acciones,Income,160.95,Investment,dividendo acciones,dividendo acciones (Investment)
2024-07-02,colegiatura universidad,Expense,267.76,Education,colegiatura universidad,colegiatura universidad (Education)
2024-07-03,pago renta mensual,Expense,6.99,Rent,pago renta mensual,pago renta mensual (Rent)
2024-07-03,farmacia benavides,Expense,47.6,Health,farmacia benavides,farmacia benavides (Health)
2024-07-03,peluqueria corte,Expense,107.48,Personal Care,peluqueria corte,peluqueria corte (Personal Care)
2024-07-04,hotel la playa,Expense,19.3,Travel,hotel la playa,hotel la playa (Travel)
2024-07-05,uber viaje,Expense,57.48,Transport,uber viaje,uber viaje (Transport)
2024-07-06,recarga mi transporte,Expense,174.31,Transport,recarga mi transporte,recarga mi transporte (Transport)
2024-07-07,oxxo comida rapida 23,Expense,273.81,Groceries,oxxo comida rapida 23,oxxo comida rapida 23 (Groceries)
2024-07-07,seguro de gastos medicos,Expense,43.32,Health,seguro de gastos medicos,seguro de gastos medicos (Health)
2024-07-07,spotify ab by adyen,Expense,22.36,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2024-07-08,recarga mi transporte,Expense,284.1,Transport,recarga mi transporte,recarga mi transporte (Transport)
2024-07-08,regalo de cumpleaños,Income,1560.1,Gift,regalo de cumpleaños,regalo de cumpleaños (Gift)
2024-07-08,reembolso compra,Income,1716.38,Refund,reembolso compra,reembolso compra (Refund)
2024-07-09,farmacia benavides,Expense,220.85,Health,farmacia benavides,farmacia benavides (Health)
2024-07-10,seguro de gastos medicos 69,Expense,205.14,Health,seguro de gastos medicos 69,seguro de gastos medicos 69 (Health)
2024-07-10,colegiatura universidad,Expense,202.26,Education,colegiatura universidad,colegiatura universidad (Education)
2024-07-10,cfe recibo luz,Expense,290.93,Utilities,cfe recibo luz,cfe recibo luz (Utilities)
2024-07-11,agua y drenaje 61,Expense,274.81,Utilities,agua y drenaje 61,agua y drenaje 61 (Utilities)
2024-07-11,pago renta mensual,Expense,140.07,Rent,pago renta mensual,pago renta mensual (Rent)
2024-07-11,regalo de cumpleaños,Income,1073.83,Gift,regalo de cumpleaños,regalo de cumpleaños (Gift)
2024-07-12,telmex internet 86,Expense,31.87,Utilities,telmex internet 86,telmex internet 86 (Utilities)
2024-07-12,spotify ab by adyen 94,Expense,93.14,Subscriptions,spotify ab by adyen 94,spotify ab by adyen 94 (Subscriptions)
2024-07-13,mcdonalds burger,Expense,33.47,Dining Out,mcdonalds burger,mcdonalds burger (Dining Out)
2024-07-14,tienda de abarrotes,Expense,156.32,Groceries,tienda de abarrotes,tienda de abarrotes (Groceries)
2024-07-14,pago cliente proyecto,Income,1654.43,Freelance Income,pago cliente proyecto,pago cliente proyecto (Freelance Income)
2024-07-14,cineplex boletos,Expense,9.92,Entertainment,cineplex boletos,cineplex boletos (Entertainment)
2024-07-15,pago renta mensual,Expense,54.48,Rent,pago renta mensual,pago renta mensual (Rent)
2024-07-15,cafeteria la pausa,Expense,191.31,Dining Out,cafeteria la pausa,cafeteria la pausa (Dining Out)
2024-07-15,peluqueria corte 53,Expense,168.03,Personal Care,peluqueria corte 53,peluqueria corte 53 (Personal Care)
2024-07-16,pago renta mensual,Expense,250.44,Rent,pago renta mensual,pago renta mensual (Rent)
2024-07-16,cineplex boletos 53,Expense,76.79,Entertainment,cineplex boletos 53,cineplex boletos 53 (Entertainment)
2024-07-16,ropa de marca 41,Expense,212.7,Shopping,ropa de marca 41,ropa de marca 41 (Shopping)
2024-07-17,bono de fin de año 12,Income,1070.55,Bonus,bono de fin de año 12,bono de fin de año 12 (Bonus)
2024-07-17,seguro de gastos medicos 56,Expense,182.88,Health,seguro de gastos medicos 56,seguro de gastos medicos 56 (Health)
2024-07-18,bono de fin de año,Income,1041.53,Bonus,bono de fin de año,bono de fin de año (Bonus)
2024-07-18,bono de fin de año 13,Income,1625.01,Bonus,bono de fin de año 13,bono de fin de año 13 (Bonus)
2024-07-19,reembolso compra,Income,1085.31,Refund,reembolso compra,reembolso compra (Refund)
2024-07-20,gimnasio membresia,Expense,232.42,Subscriptions,gimnasio membresia,gimnasio membresia (Subscriptions)
2024-07-20,electronicos gadget,Expense,69.67,Shopping,electronicos gadget,electronicos gadget (Shopping)
2024-07-21,bono de fin de año,Income,1397.0,Bonus,bono de fin de año,bono de fin de año (Bonus)
2024-07-21,concierto ticketmaster,Expense,192.41,Entertainment,concierto ticketmaster,concierto ticketmaster (Entertainment)
2024-07-21,pago renta mensual,Expense,81.13,Rent,pago renta mensual,pago renta mensual (Rent)
2024-07-22,oxxo comida rapida,Expense,216.36,Groceries,oxxo comida rapida,oxxo comida rapida (Groceries)
2024-07-23,concierto ticketmaster,Expense,116.45,Entertainment,concierto ticketmaster,concierto ticketmaster (Entertainment)
2024-07-24,spotify ab by adyen,Expense,209.91,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2024-07-25,peluqueria corte,Expense,34.46,Personal Care,peluqueria corte,peluqueria corte (Personal Care)
2024-07-26,libros de texto,Expense,205.05,Education,libros de texto,libros de texto (Education)
2024-07-27,mcdonalds burger,Expense,101.02,Dining Out,mcdonalds burger,mcdonalds burger (Dining Out)
2024-07-28,pago renta mensual,Expense,157.75,Rent,pago renta mensual,pago renta mensual (Rent)
2024-07-28,pago renta mensual,Expense,245.34,Rent,pago renta mensual,pago renta mensual (Rent)
2024-07-28,recarga mi transporte 38,Expense,174.5,Transport,recarga mi transporte 38,recarga mi transporte 38 (Transport)
2024-07-29,concierto ticketmaster,Expense,175.77,Entertainment,concierto ticketmaster,concierto ticketmaster (Entertainment)
2024-07-29,netflix premium,Expense,114.99,Subscriptions,netflix premium,netflix premium (Subscriptions)
2024-07-29,agua y drenaje 32,Expense,114.34,Utilities,agua y drenaje 32,agua y drenaje 32 (Utilities)
2024-07-30,peluqueria corte 56,Expense,216.17,Personal Care,peluqueria corte 56,peluqueria corte 56 (Personal Care)
2024-07-31,vuelo aeromexico,Expense,112.03,Travel,vuelo aeromexico,vuelo aeromexico (Travel)
2024-07-31,pago renta mensual,Expense,148.65,Rent,pago renta mensual,pago renta mensual (Rent)
2024-07-31,oxxo comida rapida,Expense,135.77,Groceries,oxxo comida rapida,oxxo comida rapida (Groceries)
2024-08-01,dividendo acciones,Income,1863.22,Investment,dividendo acciones,dividendo acciones (Investment)
2024-08-01,seguro de gastos medicos,Expense,85.21,Health,seguro de gastos medicos,seguro de gastos medicos (Health)
2024-08-01,gasolinera magna,Expense,43.57,Transport,gasolinera magna,gasolinera magna (Transport)
2024-08-02,electronicos gadget,Expense,194.19,Shopping,electronicos gadget,electronicos gadget (Shopping)
2024-08-02,cafeteria la pausa,Expense,285.9,Dining Out,cafeteria la pausa,cafeteria la pausa (Dining Out)
2024-08-03,libros de texto 18,Expense,16.72,Education,libros de texto 18,libros de texto 18 (Education)
2024-08-04,hotel la playa 94,Expense,296.53,Travel,hotel la playa 94,hotel la playa 94 (Travel)
2024-08-04,consulta medico,Expense,208.97,Health,consulta medico,consulta medico (Health)
2024-08-05,pago renta mensual 70,Expense,113.45,Rent,pago renta mensual 70,pago renta mensual 70 (Rent)
2024-08-06,alquiler coche,Expense,282.79,Travel,alquiler coche,alquiler coche (Travel)
2024-08-06,mcdonalds burger,Expense,12.46,Dining Out,mcdonalds burger,mcdonalds burger (Dining Out)
2024-08-07,deposito nomina mensual,Income,527.87,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2024-08-08,cafeteria la pausa,Expense,90.62,Dining Out,cafeteria la pausa,cafeteria la pausa (Dining Out)
2024-08-08,uber viaje,Expense,256.95,Transport,uber viaje,uber viaje (Transport)
2024-08-09,reembolso compra,Income,382.46,Refund,reembolso compra,reembolso compra (Refund)
2024-08-09,recarga mi transporte,Expense,215.22,Transport,recarga mi transporte,recarga mi transporte (Transport)
2024-08-09,mcdonalds burger,Expense,189.5,Dining Out,mcdonalds burger,mcdonalds burger (Dining Out)
2024-08-10,cineplex boletos 45,Expense,244.28,Entertainment,cineplex boletos 45,cineplex boletos 45 (Entertainment)
2024-08-10,bono de fin de año,Income,213.5,Bonus,bono de fin de año,bono de fin de año (Bonus)
2024-08-10,spotify ab by adyen,Expense,71.65,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2024-08-11,amazon compra online,Expense,255.52,Shopping,amazon compra online,amazon compra online (Shopping)
2024-08-12,telmex internet,Expense,192.17,Utilities,telmex internet,telmex internet (Utilities)
2024-08-12,deposito nomina mensual,Income,1216.39,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2024-08-12,netflix premium,Expense,87.33,Subscriptions,netflix premium,netflix premium (Subscriptions)
2024-08-13,deposito nomina mensual,Income,1322.71,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2024-08-13,gimnasio membresia,Expense,275.05,Subscriptions,gimnasio membresia,gimnasio membresia (Subscriptions)
2024-08-14,farmacia benavides,Expense,211.45,Health,farmacia benavides,farmacia benavides (Health)
2024-08-14,seguro de gastos medicos,Expense,112.37,Health,seguro de gastos medicos,seguro de gastos medicos (Health)
2024-08-15,pago cliente proyecto 30,Income,958.13,Freelance Income,pago cliente proyecto 30,pago cliente proyecto 30 (Freelance Income)
2024-08-16,videojuego steam,Expense,134.66,Entertainment,videojuego steam,videojuego steam (Entertainment)
2024-08-17,electronicos gadget,Expense,199.19,Shopping,electronicos gadget,electronicos gadget (Shopping)
